r_m,clock_clean,clock_noisy,interf_clean,interf_noisy,cavity_clean,cavity_noisy,grav_clean,grav_noisy
0.0,604800000000000.0,604776810557440.6,1968416.4496176646,1968105.2310581799,0.5833333333333334,0.5832142863845582,-2893508.708518518,-2898873.4703549836
0.3,604799966250006.6,604776282287783.9,1968415.680705139,1967391.266519886,0.5833333007812563,0.5833843372015349,-781252181392.549,-781919535888.439
0.6,604799460001687.5,604652081627718.6,1968404.1470533002,1955318.1566486235,0.5833328125016276,0.5832616766437081,-3124957320182.939,-3126774586073.1807
0.8999999999999999,604797266293248.2,604757926287788.1,1968354.1686762476,1967068.5566128546,0.5833306966562966,0.583340841510814,-7030733799205.767,-7022198515161.33
1.2,604791360431985.6,604825664627978.5,1968219.617814457,1994794.6177260538,0.5833250004166528,0.5832325389222589,-12497086445871.537,-12503799357143.709
1.5,604778908824711.1,604937949968631.9,1967935.9378540027,1964249.0178480567,0.5833129907645748,0.583304853469461,-19520128802481.402,-19522913105673.85
1.7999999999999998,604756271069819.4,604695937641850.6,1967420.1909892885,1988487.472319003,0.5832911565102424,0.5832838851925477,-28091793397911.09,-28112895218843.184
2.1,604719004238520.0,604827926759463.9,1966571.1557606428,1939252.2710994815,0.583255212421412,0.5832492513250838,-38197539381351.516,-38209997412783.51
2.4,604661870533041.1,604520332613831.4,1965269.5015280973,1963831.2410118612,0.5832001066098005,0.583174522924773,-49813570561498.0,-49762009317826.8
2.6999999999999997,604578849762985.0,604713127144888.5,1963378.0727151507,1972444.2037937879,0.5831200325646074,0.5831347943549863,-62903586967654.25,-62961727473738.875
3.0,604463158322218.1,604315723821361.0,1960742.3211516624,1953551.3432442907,0.5830084474558431,0.5830494481995859,-77415107306544.88,-77395730138768.6
3.3,604307276570314.2,604334850015516.9,1957190.9298942224,1958489.348551966,0.5828580985438988,0.5827436888509469,-93275418717591.75,-93261185021634.66
3.5999999999999996,604102986714721.2,604091201261228.4,1952536.6762803434,1958948.5777679407,0.5826610597171309,0.5826937559713657,-110387234456193.31,-110394815366048.75
3.9,603841423439961.1,604011959289707.4,1946577.5853931434,1960802.8151583823,0.5824087803240365,0.5824934467154947,-128624169747115.19,-128601275732373.2
4.2,603513139622919.6,603279251346035.0,1939098.4272263884,1943223.2766962135,0.5820921485560567,0.5820219583642762,-147826180903146.44,-147785969622320.5
4.5,603108189490625.1,603040389443954.1,1929872.6112346821,1908806.9838983759,0.5817015716537665,0.5816645517518646,-167795152299990.2,-167524278162905.25
4.8,602616231498395.0,602613328497434.8,1918664.5301649305,1915397.1197533277,0.5812270751334828,0.5811917036924447,-188290858779208.94,-188438459554346.47
5.1,602026653009686.9,602059473994395.2,1905232.400587225,1914747.966962147,0.5806584230417504,0.5807284151493965,-209027575645677.7,-209324167686764.78
5.3999999999999995,601328718521379.4,601385363388149.5,1889331.6398518083,1892106.383316164,0.5799852609195403,0.580011820364192,-229671651967865.2,-229792952847446.97
5.7,600511742677147.4,600355567428448.6,1870718.8077832162,1872123.6642588156,0.5791972826747178,0.5791480369923359,-249840401801490.2,-249866052373809.16
6.0,599565288627084.2,599618553791666.5,1849156.1258277583,1849949.9011957305,0.578284421901123,0.5783044114623227,-269102697729802.7,-269283891795370.12
6.3,598479391408570.4,598491032543610.2,1824416.5662500174,1817268.4282019448,0.577237067330797,0.5771331240372832,-286981666348427.7,-286778151337459.56
6.6,597244804933963.0,597258227096272.8,1796289.4791540366,1806763.359714293,0.5760463010551341,0.5760511908279438,-302959879895552.7,-303262449752609.1
6.8999999999999995,595853269878073.1,596002175493671.1,1764586.6956559648,1759183.801984645,0.5747041569040057,0.5747242916521581,-316487405562115.2,-316448568072757.44
7.199999999999999,594297798279834.0,594220740589940.2,1729149.011849406,1727139.3367532596,0.5732038949458276,0.573251200808503,-326993007587552.7,-326940672752188.6
7.5,592572969042732.5,592512827948419.2,1689852.9210728772,1685482.525370625,0.5715402864995491,0.571503078060887,-333898691208490.2,-334682229754531.56
7.8,590675226792627.6,590803140758501.1,1646617.42266731,1657945.4787461478,0.5697099023848646,0.569789138906263,-336637627580740.2,-336507487923666.9
8.1,588603174807346.2,588455482374177.5,1599410.6956732029,1597504.542892698,0.5677113954546164,0.5677341597775033,-334675303149240.2,-334465432032090.2
8.4,586357851071242.5,586485214476523.2,1548256.3880706157,1561386.3485964867,0.5655457668511212,0.5654790736847867,-327533497528615.2,-327371153197084.3
8.7,583942975053587.0,583866346920343.6,1493239.2390319575,1505387.9916512154,0.5632166040254505,0.5632928937285717,-314816417362615.2,-315320017346253.5
9.0,581365151705044.1,581144638440616.1,1434509.7264916718,1439308.1960743552,0.560730277493291,0.5608105816322654,-296238012358865.2,-295870114264380.2
9.299999999999999,578634018566986.8,578474670291741.5,1372287.4186786169,1376938.7388239542,0.5580960827227881,0.5581598503252048,-271649192407490.2,-271911539142709.22
9.6,575762321952184.9,575786506397363.5,1306862.7097100145,1307640.7457253286,0.5553263136112895,0.5554237708998293,-241063376791740.2,-240995251345957.4
9.9,572765909030374.2,572564235900026.5,1238596.6392801641,1241866.4252163253,0.552436254851827,0.5524960279318646,-204678569016365.2,-204755817065430.53
10.2,569663624459977.6,569825874304226.1,1167918.5376625273,1172281.793232461,0.5494440822337747,0.5494511702953588,-162893999005240.2,-163012754732616.4
10.5,566477103024863.0,566475065123028.9,1095321.3014363828,1093737.1635316382,0.5463706626397212,0.5464232285591997,-116319345104990.19,-116278536405667.45
10.799999999999999,563230453576215.1,563057293266778.6,1021354.192861607,1024156.4995435072,0.5432392492054544,0.5431961385190157,-65774675615115.19,-65807916932402.875
11.1,559949834377191.75,560182148168833.9,946613.1651267791,944093.9761280479,0.5400750717372605,0.5400722045448394,-12279560504490.19,-12293351324078.107
11.4,556662925540232.3,556842451973659.25,871728.8431005704,875987.9857067248,0.5369048278744525,0.5370249339842087,42969687343509.81,42921998926442.65
11.7,553398310370130.7,553386508996455.56,797352.42871979,801194.5840800828,0.533756086390944,0.5337075686138686,98634979444259.81,98822632089220.56
12.0,550184783717212.56,550162652360626.44,724139.9434780211,731427.3707965664,0.5306566200976202,0.5306816389062924,153283095875759.8,153430508711527.25
12.299999999999999,547050611455519.94,547044126250971.0,652735.3574149275,655767.2319242704,0.5276336916044753,0.5276497372956196,205442489562634.8,205686050054151.3
12.6,544022770423506.56,543981185643601.4,583753.2729908249,583906.2760167012,0.5247133202387216,0.5247126193831076,253667711085259.8,253446501712985.72
12.9,541126202073427.0,541259687692868.4,517761.92128088826,515209.61424291064,0.5219195621850183,0.5219696600848718,296607952455009.8,296210734258736.25
13.2,538383115176566.0,538273618666512.5,455267.27578885335,454472.5713220434,0.5192738379403607,0.5192426535036485,333075419881134.8,333210722102569.44
13.5,535812372820941.56,535928819015882.4,396699.0866622321,398816.8134407026,0.516794341069581,0.5168672528766092,362108744635884.8,362718580827014.1
13.799999999999999,533428996360849.06,533491665073790.06,342399.579374299,342961.0480418871,0.5144955597616214,0.5143843280143593,383026528683134.8,382939245992611.5
14.1,531243813878401.75,531273113422683.2,292615.4457647424,293817.54052339535,0.5123879377685202,0.5123970854614298,395466468533509.8,395410770981706.8
14.399999999999999,529263273276958.6,529258605139954.7,247493.58582242177,247821.596679322,0.510477694132869,0.5105144616989565,399406332281447.3,400007145312000.4
14.7,527489430774713.75,527582190992862.5,207080.84553943848,207998.20194204818,0.5087668120898088,0.5086746936142431,395164349185134.8,395297176448515.5
15.0,525920114965497.75,525851216446835.44,171327.75464238046,170515.63568369075,0.5072531973046853,0.5073246307767537,383378214366384.8,383385808895424.4
15.299999999999999,524549255608258.44,524614701066220.06,140096.017270829,140467.94478923516,0.5059309949925332,0.5060757782284154,364963760906509.8,364896951044109.75
15.6,523367355847060.56,523344183238426.9,113169.27037567827,114211.53380772473,0.5047910453771803,0.5047672109374902,341056210800884.8,340237037084474.8
15.899999999999999,522362077604092.06,522379790064639.6,90266.42049255333,90259.53524622669,0.503821448306416,0.5038698110764844,312938566863384.8,312550163996100.8
16.2,521518903275646.75,521524449365946.75,71056.71889524926,70810.20382733388,0.5030082014618507,0.5030077992508518,281962940167791.06,282088129519133.9
16.5,520821833226953.1,520843197014400.75,55175.65233987423,55267.641421824424,0.5023358730969841,0.5023706992807744,249471253432072.3,249262215099376.03
16.8,520254078256518.94,520389477435083.44,42240.71920150844,42402.67113436482,0.50178826992334,0.5017690830622406,216721721176791.06,216654310075319.6
17.099999999999998,519798709163447.94,519877723192060.9,31866.22830511279,31629.935317172574,0.5013490636221527,0.5013849061620873,184826773597962.94,184998917035684.22
17.4,519439231425296.75,519273793827880.0,23676.39158002071,23832.08496805182,0.5010023451247075,0.5010073253239768,154706750207447.3,154812422950650.2
17.7,519160061091929.25,519144693250959.9,17316.166158192726,17390.019634327513,0.5007330836149009,0.5007198531997132,127061915051822.31,127052560510026.73
18.0,518946887412934.75,518929969365016.9,12459.515968861653,12376.019129150347,0.5005274762856238,0.5005810323474499,102363372629580.12,102390628105733.64
18.3,518786917431189.75,518709112185052.7,8814.984215250013,8789.462355530097,0.5003731842507617,0.500393566973322,80861551934259.81,80953224161740.5
18.599999999999998,518669006812562.44,518558785187468.56,6128.67401512914,6152.362531120755,0.5002594587312523,0.5001972482437589,62609317758310.59,62561676843189.05
18.9,518583688716013.06,518573362573962.7,4184.906136681486,4191.278970290147,0.5001771689004756,0.5001451568439039,47495650299306.69,47436762015966.21
19.2,518523117964259.8,518538654900267.7,2804.9470612556443,2781.7140290605917,0.500118748036516,0.5000806959907594,35285309355732.47,35217007009836.305
19.5,518480950881068.06,518439818262220.0,1844.2713646472616,1858.933767470961,0.500078077624487,0.5000920608778271,25659975462724.652,25699335627989.516
19.8,518452181952877.44,518392364069402.2,1188.8404446418351,1184.144819735189,0.5000503298156611,0.5000373876316789,18256954827486.37,18239423140377.35
20.099999999999998,518432957251551.44,518441683738623.0,750.8518065733809,752.5431028111565,0.5000317874725612,0.5000558811787867,12702497527271.53,12696567384068.75
20.4,518420381812412.9,518506319464311.56,464.35063456444624,466.55434222154935,0.5000196583838858,0.499977064573446,8637923157629.927,8631902129633.663
20.7,518412334482732.56,518363636071185.0,281.01155912421495,282.5562417270215,0.5000118966847343,0.5000108266816464,5737889033047.407,5736394187561.6875
21.0,518407299725208.6,518395341844864.75,166.30670345314968,165.76732848012225,0.5000070406300238,0.5000587413877279,3721118552315.9624,3724919860949.4546
21.3,518404221983596.5,518498968894385.25,96.18775418176399,96.19700671313731,0.5000040721292405,0.5000279861390166,2354629336131.7583,2353067500226.9526
21.599999999999998,518402384866039.4,518364110173296.3,54.33344377395472,54.464383462508785,0.5000023002180164,0.5000010922753342,1452920604356.1846,1451406822633.3684
21.9,518401314794085.2,518534056011682.3,29.954424828339015,29.99389577106372,0.5000012681270112,0.4998758575149997,873711092437.8496,872526113298.6982
22.2,518400706972652.25,518340124766100.0,16.106673589758206,16.10967869920247,0.5000006818794871,0.4999886853012379,511718086174.6507,510865699128.5963
22.5,518400370509502.9,518482708858549.6,8.441168983416569,8.402541142039574,0.5000003573587026,0.5000060990594084,291712553999.785,291930705973.2163
22.8,518400189123120.44,518413593896343.06,4.3087159865908,4.313812636902687,0.5000001824104171,0.49996414788561877,161755752118.89508,161532742728.36502
23.099999999999998,518400093957409.9,518331980885446.06,2.1405938791619623,2.1379265992507017,0.5000000906225018,0.5000118193422101,87188243274.61484,87202632949.83302
23.4,518400045399086.44,518591431038099.94,1.0343091281354038,1.0299972749621311,0.5000000437876991,0.4999802857943844,45651772779.14479,45598897188.90056
23.7,518400021319514.9,518352370083747.44,0.48571393191733997,0.4864118427921575,0.5000000205628037,0.49998876519519364,23203931884.112865,23254070099.727608
